cluster,fgf1_day,fgf1_comparison,grouping,cells_a,cells_b,hub_node,hub_node_name,terminal_names,term_size,query_size,intersection_size,p_value,gene_ids,
423,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0008037,cell recognition,axonal fasciculation,149,603,15,0.00325768182381869,Colec12; Arhgap35; Cd9; Epha4; Adam18; Sema5a; Cadm1; Prtg; Nrcam; Ephb2; Casp3; Tnfrsf21; Dscam; Cntn6; Ephb1
424,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001667,ameboidal-type cell migration,endothelial cell migration,444,650,29,0.00362763956134876,Bmp4; Arhgap5; Pik3r3; Tns3; Sema4a; Sema4d; Pfn2; Pak3; Arsb; Fbn2; Ilk; Rin2; Ednra; Gipc1; Vash1; Hif1a; Cdh13; S100a2; Bcar1; Loxl2; Ptprm; Angpt2; Cdc42; Rffl; Lgmn; Tns1; Sema5b; Mapre2; Hdac9
425,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043087,regulation of GTPase activity,NA,339,345,17,0.00498160599329804,Chn2; Rapgef1; Arhgap24; Tns3; Tbc1d8; Asap3; Sema4d; Arhgap35; Rictor; Snx18; Epha4; Sipa1l2; Rasgef1b; Wdr41; Abr; Sh3bp4; Rap1gds1
426,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0010453,regulation of cell fate commitment,NA,41,2,2,0.00516802596085489,Chd3; Bmp4
427,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0022411,cellular component disassembly,microtubule depolymerization; negative regulation of protein depolymerization,454,413,22,0.00588508795421728,Map1b; Mical3; Kif19a; Smurf1; Ckap2; Camsap2; Nrg1; Lima1; Sh3gl2; Mical1; Epha4; Eps8; Uvrag; Map2; Snx30; Mfn2; Shroom2; Atpif1; Hif1a; Svil; Sh3pxd2b; Casp3
428,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0051388,positive regulation of neurotrophin TRK receptor signaling pathway,NA,8,100,3,0.00628973015831708,Tmem108; Cyfip2; Wasf1
429,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:1905704,positive regulation of inhibitory synapse assembly,NA,2,83,2,0.0214473077375478,Sema4a; Sema4d
430,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0040013,negative regulation of locomotion,NA,350,420,18,0.0270113760558231,Sema4a; Ptprj; Sema4d; Nrg1; Pfn2; Mitf; Epha4; Rap2a; Ilk; Sema5a; Abr; Vash1; Ptger4; Ctnna1; Plcb1; Ptprm; Angpt2; Tcaf1
431,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:2000353,positive regulation of endothelial cell apoptotic process,NA,21,7,2,0.0277284115783008,Bmp4; Pdcd4
432,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0090130,tissue migration,endothelial cell migration,324,412,17,0.0284498980758759,Bmp4; Arhgap5; Pik3r3; Tns3; Sema4a; Pfn2; Arsb; Rin2; Gipc1; Vash1; Hif1a; Cdh13; S100a2; Bcar1; Loxl2; Ptprm; Angpt2
433,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:1901861,regulation of muscle tissue development,NA,53,24,3,0.0324186340157007,Bmp4; Sirt2; Tcf7l2
434,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007163,establishment or maintenance of cell polarity,NA,225,315,12,0.035294004333678,Map1b; Ust; Frmd4a; Arhgap35; Rictor; Inppl1; Ophn1; Parvb; Ilk; Map2; Pard6g; Ctnna1
435,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:1990416,cellular response to brain-derived neurotrophic factor stimulus,NA,10,141,3,0.0376082490145847,Tmem108; Wasf1; Sh3gl2
436,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0048635,negative regulation of muscle organ development,NA,12,14,2,0.0377400289683293,Bmp4; Sirt2
437,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050919,negative chemotaxis,NA,45,92,4,0.039214079580507,Slit3; Sema4a; Sema4d; Nrg1
438,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:2001236,regulation of extrinsic apoptotic signaling pathway,NA,162,92,6,0.0463678547288698,Bmp4; Fyn; Tcf7l2; Sh3rf1; Eya2; Nrg1
439,g3,Day5,obob5v5,fgf1_grouping,pos,none,GO:0097581,lamellipodium organization,NA,91,446,9,0.0474048979869113,Wasf1; Ptpro; Abi1; Ablim2; Parvb; Fgd4; Cdh13; Bin3; Cdc42
440,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0031589,cell-substrate adhesion,NA,355,414,21,0.000403275751006746,Rreb1; Mertk; Ntn4; Edil3; Fmn1; Utrn; Col5a3; Itgb2l; Arhgap6; Bcl6; Actn2; Nedd9; Itga2; Epha3; Gpm6b; Vit; Ptprz1; Ecm2; Ptprk; Antxr1; Spock1
441,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,NA,228,94,8,0.00308422692919297,Chrm3; Grk5; Grm1; Grm5; Vip; Adgrl2; Grm8; Abca1
442,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,NA,80,34,4,0.00687484478706843,Chrm3; Grm1; Grm5; Plcb1
443,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0045229,external encapsulating structure organization,NA,304,60,7,0.0111655035383164,Col18a1; Col4a4; Col5a2; Col4a3; Adamts5; Adamtsl1; Adamts18
444,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043062,extracellular structure organization,NA,305,60,7,0.011408018686856,Col18a1; Col4a4; Col5a2; Col4a3; Adamts5; Adamtsl1; Adamts18
445,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0030166,proteoglycan biosynthetic process,NA,65,293,7,0.0150894862415747,Ndst4; Hs6st2; Tcf7l2; Hs3st5; Dse; Lipc; Chsy3
446,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0048384,retinoic acid receptor signaling pathway,NA,30,35,3,0.0174691958507257,Rxrg; Thrb; Cyp26b1
447,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0035137,hindlimb morphogenesis,NA,43,190,5,0.0282866911800022,Gpc3; Tbx3; Zbtb16; Fmn1; Aff3
448,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007216,G protein-coupled glutamate receptor signaling pathway,NA,15,91,3,0.0361440420231969,Grm1; Grm5; Grm8
449,n0,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050803,regulation of synapse structure or activity,NA,297,418,16,0.0421707761492233,Zfp804a; Frmpd4; Tanc1; Cdh8; Adgrl2; Arhgap22; Cdkl5; Lzts1; Nedd9; Clstn2; Gpc4; Ntrk3; Slc17a8; Slitrk4; Lrrtm4; Nrg1
450,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,regulation of presynapse assembly; positive regulation of synapse assembly,297,465,21,0.000128706278482003,Dgkb; Lrfn5; Asic2; Nrg1; Il1rapl2; Gpc4; Il1rapl1; Mef2c; Lrrtm3; Ptpro; Grid2; Lzts1; Ntrk3; Adgrl2; Lingo2; Cdh8; Snca; Il1rap; Ptprd; Numb; Lrrtm4
451,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0072001,renal system development,kidney epithelium development,358,388,20,0.000646218601802179,Kirrel3; Rarb; Fras1; Schip1; Arid5b; Sulf1; Mef2c; Slit2; Myo1e; Efnb2; Ptpro; Bmp2; Agtr1a; Myocd; Fat4; Bmper; Eya1; Prickle1; Adamts6; Has2
452,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,NA,485,470,26,0.00109287834741148,Asic2; Kcnip1; Pex5l; Slc24a4; Gabra1; Gabrb2; Kcnh5; Kcnd3; Mef2c; Neto1; Dpp6; Nos1ap; Trpc4; Grid2; Tac1; Kcnq5; Gabrp; Slc26a3; Plk2; Cftr; Ntrk3; Kcnk10; Snca; Cntnap2; Rgs7bp; Gabrg3
453,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001764,neuron migration,NA,193,285,12,0.00231710565591563,Sox14; Ntng1; Kirrel3; Nrg1; Dab1; Auts2; Dcc; Fat3; Mef2c; Chl1; Sema3e; Unc5c
454,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:1905207,regulation of cardiocyte differentiation,positive regulation of cardiac muscle cell differentiation,28,359,6,0.00321626529338266,Nrg1; Mef2c; Efnb2; Bmp2; Myocd; Prickle1
455,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001763,morphogenesis of a branching structure,branching morphogenesis of an epithelial tube,225,329,13,0.00924086479869435,Lef1; Csmd1; Rspo2; Trp63; Sulf1; Slit2; Bmp2; Sema3e; Areg; Agtr1a; Fat4; Casr; Eya1
456,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0060021,roof of mouth development,NA,94,73,5,0.0117434318347346,Lef1; Meox2; Fras1; Schip1; Arid5b
457,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009582,detection of abiotic stimulus,detection of mechanical stimulus involved in sensory perception,128,270,9,0.0123489896509564,Ano3; Asic2; Htr2a; Htr7; Slc24a4; Whrn; Grm8; Opn5; Tac1
458,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009581,detection of external stimulus,detection of mechanical stimulus involved in sensory perception,129,270,9,0.0131598905633593,Ano3; Asic2; Htr2a; Htr7; Slc24a4; Whrn; Grm8; Opn5; Tac1
459,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050919,negative chemotaxis,NA,45,285,6,0.0155922959619499,Nrg1; Slit3; Slit2; Plxna4; Sema3e; Unc5c
460,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0010842,retina layer formation,NA,24,163,4,0.0252814960333957,Ptprm; Tspan12; Sdk1; Fat3
461,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0060379,cardiac muscle cell myoblast differentiation,NA,12,359,4,0.0285610750258029,Nrg1; Isl1; Myocd; Prickle1
462,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0002040,sprouting angiogenesis,NA,131,309,9,0.0435894207125248,Lef1; Meox2; Slit2; Stard13; Efnb2; Sema3e; Agtr1a; Bmper; Plk2
463,n0,Day5,obob5v5,fgf1_grouping,pos,none,GO:0048736,appendage development,NA,197,116,7,0.0487822790497109,Lef1; Meox2; Rarb; Rspo2; Fras1; Trp63; Sulf1
464,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0031589,cell-substrate adhesion,focal adhesion assembly,355,584,25,0.000691000132896696,Npy; Mertk; Ptprk; Vcl; Hsd17b12; Gcnt2; Nexmif; Itga8; Dlc1; Ntn4; Efna5; Rin2; Nedd9; Adamts9; Arhgap6; Itgav; Fmn1; Gpm6b; Vit; Ajap1; Pik3r1; Adamts12; Bcl2; Npy2r; Lamb1
465,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0071692,protein localization to extracellular region,regulation of protein secretion,425,307,18,0.00498533853595517,Lepr; Pde1c; Foxo1; Acvr1c; Rab3b; Ltbp1; Myrip; Pcsk1; Pam; Chrm3; Wls; Vgf; Cftr; Itpr1; Efna5; Rap1gds1; Irs2; Acsl4
466,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0045229,external encapsulating structure organization,NA,304,584,21,0.0081552915821154,Adamts6; Acan; Hsd17b12; Atp7a; Itga8; B4galt1; Ntn4; Adamts9; Ext1; Gpm6b; Col9a3; Csgalnact1; Vit; Prdm5; Impg2; Lama2; Tgfbr1; Myo1e; Adamts12; Tnr; Lamb1
467,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0043062,extracellular structure organization,NA,305,584,21,0.00858392712410613,Adamts6; Acan; Hsd17b12; Atp7a; Itga8; B4galt1; Ntn4; Adamts9; Ext1; Gpm6b; Col9a3; Csgalnact1; Vit; Prdm5; Impg2; Lama2; Tgfbr1; Myo1e; Adamts12; Tnr; Lamb1
468,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0050890,cognition,NA,358,584,23,0.00961129254424625,Fos; Fgf13; Chd7; Itga8; Sorcs3; Btg2; Nedd9; Elavl4; Kcnk10; Grin2a; Grpr; Ntrk2; Gabra5; Ptchd1; Brinp1; Shroom4; Magt1; Kcnk2; Camk4; Shc3; Tnr; Grm5; Lamb1
469,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0015833,peptide transport,regulation of peptide hormone secretion,334,223,13,0.0107287726539341,Lepr; Pde1c; Foxo1; Cpe; Chd7; Acvr1c; Myrip; Chrm3; Vgf; Cftr; Pex5l; Itpr1; Efna5
470,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:1902747,negative regulation of lens fiber cell differentiation,NA,5,221,3,0.0118065232720011,Spry2; Spred1; Spred2
471,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032409,regulation of transporter activity,regulation of monoatomic ion transmembrane transporter activity,305,368,16,0.0121130479715589,Hcn1; Fgf13; Cttnbp2nl; Chrm3; Rasgrf2; Atp7a; Cftr; Camk2d; Stac2; Homer1; Kcnc2; Cacna2d1; Rrad; Trpc6; Dysf; Grin2a
472,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0010038,response to metal ion,NA,391,232,14,0.0189715329822375,Pde1c; Hcn1; Fos; Cpne7; Pcsk1; Amelx; Pam; P2rx4; Syt10; Atp7a; Glra2; Trpc1; Homer1; Kcnc2
473,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0016358,dendrite development,NA,306,482,18,0.0267746361244058,Asap1; Pak3; Atp7a; Wls; Fstl4; Dock10; Srgap2; Mpdz; Nr3c1; Acsl4; Klhl1; Elavl4; Trpc6; Pdlim5; Zdhhc15; Ntrk2; Cdkl5; Cobl
474,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0051235,maintenance of location,NA,378,390,18,0.0268940241897051,Plce1; Chd7; Acvr1c; Bard1; Ltbp1; Cds1; Igsf11; Camk2d; Pex5l; Itpr1; Trpc1; Myzap; Itpr2; Ubash3b; Itgav; Dysf; Nrip1; Cemip
475,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0032868,response to insulin,NA,297,47,6,0.0277322203437519,Agrp; Foxo1; Fos; Ghr; Ncoa2; Acvr1c
476,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:1902074,response to salt,NA,410,229,14,0.0278751336606932,Pde1c; Foxo1; Hcn1; Fos; Cpne7; Pcsk1; Amelx; Chrm3; P2rx4; Syt10; Atp7a; Itpr1; Trpc1; Homer1
477,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0007044,cell-substrate junction assembly,NA,91,344,8,0.0490054336954614,Ptprk; Vcl; Dlc1; Efna5; Arhgap6; Itgav; Fmn1; Gpm6b
478,n1,Day5,obob5v5,fgf1_grouping,neg,none,GO:0030166,proteoglycan biosynthetic process,NA,65,352,7,0.0493396670760389,Acan; Hs3st1; Man1c1; Ext1; Dse; Hs6st2; Csgalnact1
479,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042391,regulation of membrane potential,positive regulation of excitatory postsynaptic potential,485,607,51,1.58843782278202E-16,Baiap2; Ptk2b; Kcnk13; Kcna1; Neto1; Adra1a; Kcna4; Cnih3; Gabra4; Rnf207; Cacna2d1; Igsf11; Kcnd3; Kcnq5; Cacnb4; Glra3; Gria3; Chrna7; Kcnk12; Plk2; Grin2b; Cnr1; Grm5; Cntnap2; Grik3; Snca; Grik2; Tacr1; Pkp2; Grin3a; Ptn; Gabrb2; Gabrg3; Ano6; Gabra3; Oprm1; Actn2; Dsg2; Insyn2b; Nrcam; Nos1ap; Mef2c; Slc8a3; Slc4a4; Gabra1; Grin2a; Lrrk2; Kcnq3; Gabrg2; Ryr2; Kcnh7
480,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050803,regulation of synapse structure or activity,regulation of dendritic spine morphogenesis; regulation of presynapse assembly,297,588,31,1.7748106584509E-09,Abi3bp; Baiap2; Lzts1; Itpka; Ptk2b; Icam5; Lrrtm4; Epha4; Epha7; Cdkl5; Dgkb; Lingo2; Chrna7; Nrg1; Mdga1; Snca; Gpc4; Lrtm1; Ptn; Flrt2; Adgrl2; Pik3r1; Lrrtm3; Nrcam; Mef2c; Zdhhc15; Cask; Lrrk2; Il1rapl1; Adgrl3; Homer1
481,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0050890,cognition,memory; learning,358,526,30,6.72718334099408E-08,Dnah11; Oprk1; Calb1; Plcb1; Neto1; Lamb1; Slc24a2; Large1; Chrna7; Csmd1; Plk2; Prkar2b; Cnr1; Grm5; Nrg1; Cntnap2; Grm7; Aff2; Tnr; Tacr1; Cyp7b1; Brinp1; Ptn; Pde8b; Mef2c; Slc8a3; Adcy8; Grin2a; Kcnab1; Foxp2
482,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007215,glutamate receptor signaling pathway,adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway,55,649,14,8.00546500413075E-08,Ptk2b; Plcb1; Grm8; Grm3; Gria3; Grin2b; Grm5; Grik3; Grm7; Grik2; Grin3a; Grin2a; Homer1; Plp1
483,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0032409,regulation of transporter activity,positive regulation of ion transmembrane transporter activity; regulation of cation channel activity; regulation of NMDA receptor activity,305,602,29,1.69341178070153E-07,Ptk2b; Cacng3; Kcna1; Plcb1; Neto1; Cnih3; Rnf207; Cacna2d1; Chrm3; Cacnb4; Stac2; Ppargc1a; Grm5; Rasgrf2; Snca; Prkg1; Pde4b; Gsg1l; Oprm1; Actn2; Mef2c; Rrad; Stac; Grin2a; Cttnbp2nl; Kcnab1; Homer1; Hecw2; Ryr2
484,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1902074,response to salt,acetylcholine receptor signaling pathway,410,661,34,1.91842556909211E-06,Oprk1; Baiap2; Itpka; Ptk2b; Sorbs2; Plcb1; Bcl11a; Chrm3; Large1; Kcnh1; Atp2b4; Chrna7; Cnr1; Snca; Ryr3; Amelx; Cpne4; Syt1; Rasal1; Oprm1; Lypd1; Mef2c; Tgm2; Ttn; Trpv6; Pde1c; Adcy8; Kcnq3; Adgrl3; Homer1; Ryr2; Cpne7; Htr2a; Trpc1
485,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway,228,388,19,2.44483579823908E-06,Oprk1; Gpr176; Adra1a; Pth2r; Chrm3; Grm8; Grm3; Calcrl; Pde4a; Atp2b4; Gnal; Cnr1; Grm5; Grik3; Grm7; Glp2r; Pde4b; Adgrl2; Oprm1
486,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0031589,cell-substrate adhesion,regulation of cell-matrix adhesion,355,660,31,2.99872537163126E-06,Abi3bp; Epha3; Ptk2b; Arhgap6; Tesk2; Ttyh1; Lamb1; Itgb8; Itga4; Fermt1; Pkp2; Ptn; Ptprj; Ajap1; Utrn; Itga1; Actn2; Sema3e; Pik3r1; Adamts12; Dock1; Cask; Gcnt2; Enpp2; Gpm6b; Spag6l; Spock1; Parva; Npy2r; Cdh11; Smad3
487,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0003012,muscle system process,striated muscle contraction; regulation of muscle contraction,426,660,34,4.95303754214178E-06,Sorbs2; Kcna1; Adra1a; Map2k6; Rnf207; Cacna2d1; Kcnd3; Chrm3; Large1; Stac2; Calcrl; Atp2b4; Mlip; Ryr3; Prkg1; Tacr1; Pkp2; Pde4b; Sgcd; Actn2; Dsg2; Dock4; Mef2c; Slc8a3; Ttn; Stac; Pde9a; Rap1gds1; Homer1; Ryr2; Htr2a; Cald1; Npy2r; Smad3
488,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0016358,dendrite development,dendrite arborization,306,325,19,1.72882409411366E-05,Abi3bp; Camk1d; Baiap2; Lzts1; Itpka; Bcl11a; Epha4; Cdkl5; Dab1; Fat3; Phactr1; Chrna7; Plk2; Cntnap2; Prickle1; Prkg1; Csmd3; Grin3a; Ptn
489,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1990806,ligand-gated ion channel signaling pathway,NA,39,315,8,3.341502660027E-05,Ptk2b; Plcb1; Chrm3; Gria3; Grin2b; Grik3; Grik2; Grin3a
490,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007214,gamma-aminobutyric acid signaling pathway,NA,29,569,8,0.00025476909360324,Gabra4; Cacnb4; Gabrb2; Gabrg3; Gabra3; Plcl2; Gabra1; Gabrg2
491,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009187,cyclic nucleotide metabolic process,cAMP metabolic process,45,589,9,0.0011005072940315,Pde1a; Cacnb4; Pde4a; Pde4b; Adcy2; Pde8b; Adcy8; Pde9a; Adcy10
492,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0006820,monoatomic anion transport,chloride transmembrane transport,177,569,16,0.00289845475562773,Ano3; Ttyh1; Gabra4; Glra3; Ano4; Ano2; Grm5; Gabrb2; Gabrg3; Ano6; Gabra3; Slc4a10; Slc4a4; Gabra1; Lrrc8c; Gabrg2
493,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0014706,striated muscle tissue development,NA,283,455,18,0.00429498196598407,Sorbs2; Adra1a; Erbb4; Large1; Cdon; Zfpm2; Nrg1; Prickle1; Prkg1; Pkp2; Sgcd; Eya1; Actn2; Dipk2a; Dsg2; Mef2c; Rarb; Ttn
494,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:1990778,protein localization to cell periphery,NA,380,498,22,0.00679966923885583,Epha3; Cacng3; Neto1; Cnih3; Erbb4; Large1; Stac2; Lgi1; Atp2b4; Tspan5; Pkp2; Gpc4; Lin7a; Epb41l2; Actn2; Pls1; Lypd1; Dpp10; Pik3r1; Stac; Grin2a; Cask
495,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0099633,protein localization to postsynaptic specialization membrane,NA,40,158,5,0.00837623176056666,Cacng3; Neto1; Cnih3; Erbb4; Lgi1
496,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043279,response to alkaloid,NA,116,635,13,0.00860335205876375,Oprk1; Ptk2b; Gnal; Cnr1; Snca; Ryr3; Oprm1; Tgm2; Adcy8; Adgrl3; Homer1; Ryr2; Htr2a
497,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0033555,multicellular organismal response to stress,behavioral fear response,114,656,13,0.0100666137295007,Gng7; Large1; Cntnap2; Grm7; Grik2; Tacr1; Brinp1; Lypd1; Pde8b; Mef2c; Ankfn1; Usp46; Npy2r
498,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0019226,transmission of nerve impulse,NA,95,267,8,0.0112529431804263,Cacng3; Kcna1; Cacnb4; Chrna7; Cntnap2; Grm7; Grik2; Tnr
499,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0010469,regulation of signaling receptor activity,regulation of NMDA receptor activity,148,588,14,0.0113422240408239,Ptk2b; Cacng3; Neto1; Cnih3; Ppargc1a; Zfyve28; Rasgrf2; Ptprj; Gsg1l; Oprm1; Mef2c; Grin2a; Neto2; Homer1
500,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0010038,response to metal ion,NA,391,618,25,0.0114318905113326,Itpka; Ptk2b; Kcna1; Glra3; Kcnh1; Snca; Ryr3; Amelx; Bmp6; Cpne4; Syt1; Rasal1; Mef2c; Abcg2; Ttn; Trpv6; Pde1c; Adcy8; Grin2a; Lrrk2; Pam; Kcnq3; Homer1; Ryr2; Cpne7
501,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0061171,establishment of bipolar cell polarity,NA,3,465,3,0.0117225954721831,Prickle1; Crb1; Ankfn1
502,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0043087,regulation of GTPase activity,NA,339,579,22,0.0120220464748263,Epha3; Ptk2b; Epha4; Arhgap6; Chn2; Cdkl5; Rasgrp1; Rasgrf2; Plxna4; Prkg1; Arhgap29; Rasal1; Rasgef1a; Ripor2; Tgm2; Pkp4; Arhgap24; Rapgef5; Cpeb2; Lrrk2; Rap1gds1; Rasgef1b
503,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0106027,neuron projection organization,NA,110,588,12,0.0123416503332449,Abi3bp; Baiap2; Itpka; Epha4; Chrna7; Cntnap2; Pls1; Zdhhc15; Grin2a; Cask; Lrrk2; Homer1
504,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0048511,rhythmic process,NA,354,607,23,0.0156720961343099,Slit3; Oprk1; Schip1; Gpr176; Map2k6; Npas2; Chrna7; Ppargc1a; Cntnap2; Dpyd; Prkg1; Cyp7b1; Grin3a; Ptn; Phlpp1; Nrip1; Ankfn1; Grin2a; Enpp2; Inhba; Six3; Homer1; Kcnh7
505,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0042330,taxis,negative chemotaxis,456,439,22,0.0167124463154297,Camk1d; Slit3; Ptk2b; Robo1; Epha7; Fgf10; Nrg1; Plxna4; Cyp7b1; Lrtm1; Pde4b; Mcu; Ptn; Ptprj; Flrt2; Ano6; Dock2; Itga1; Sema3e; Dock4; Ripor2; Prkd1
506,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0008038,neuron recognition,NA,43,650,8,0.0175960452503592,Robo1; Cntn6; Epha4; Cnr1; Cntnap2; Nrcam; Sema5a; Dscaml1
507,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0035418,protein localization to synapse,NA,96,588,11,0.0188263583019871,Baiap2; Cacng3; Neto1; Cnih3; Erbb4; Lgi1; Gpc4; Zdhhc15; Grin2a; Neto2; Homer1
508,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0009100,glycoprotein metabolic process,NA,380,622,24,0.0240297439137264,Hs6st3; Plcb1; Galnt9; Large1; Galnt16; Acan; Man2a1; Necab1; Chsy3; Adamts12; Slc4a10; St6gal2; B3galt1; Galnt13; Fut9; St6galnac3; Neu2; Gcnt2; Galnt14; Galnt17; Ndst3; Mgat5b; Spock3; Dpy19l1
509,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0035332,positive regulation of hippo signaling,NA,9,17,2,0.030776556459296,Frmd6; Schip1
510,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046541,saliva secretion,NA,15,276,4,0.030971091869762,Oprk1; Fgf10; Chrm3; Tacr1
511,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0007264,small GTPase mediated signal transduction,NA,419,462,21,0.0326381446561345,Baiap2; Robo1; Adra1a; Chn2; Fgf10; Rasgrp1; Dab1; Dok6; Cdon; Plk2; Nrg1; Rasgrf2; Rasal1; Dock2; Rasgef1a; Arhgap18; Dock4; Ripor2; Tgm2; Dock1; Arhgap24
512,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0001764,neuron migration,NA,193,434,13,0.0385230834994674,Dcc; Cdkl5; Dab1; Fat3; Phactr1; Large1; Nrg1; Mdga1; Prkg1; Ulk4; Flrt2; Sema3e; Mef2c
513,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0046839,phospholipid dephosphorylation,NA,39,389,6,0.0439875576108033,Plppr1; Plppr4; Inpp4b; Plpp4; Plpp1; Sgpp2
514,n1,Day5,obob5v5,fgf1_grouping,pos,none,GO:0035385,Roundabout signaling pathway,NA,7,28,2,0.0498677775726227,Slit3; Robo1
515,n2,Day14,obob14v14,fgf1_grouping,pos,none,GO:0060745,mammary gland branching involved in pregnancy,NA,7,299,4,0.00116676948025137,Esr1; Ar; Pgr; Csmd1
